caseid_new,marital_status,age,partner_age,education,partner_education,ethnicity,children,visits_relatives,gender,house,income,msa,rent,political,religion,work,lgbtq,success,age_diff_abs,gender_older,education_difference
1947301,married,30,30,some college,some college,"white, non-hispanic",0.0,2,male,a one-family house attached to one or more houses,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,0,0,0
1952535,never married,53,64,bachelor's degree or higher,some college,"white, non-hispanic",0.0,1,female,a one-family house attached to one or more houses,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",working - as a paid employee,0,0.0,11,0,1
1958331,married,33,31,high school,high school,"white, non-hispanic",2.0,5,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,mormon,working - as a paid employee,0,1.0,2,0,0
1960361,married,36,36,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,0,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,republican,mormon,working - as a paid employee,0,1.0,0,0,0
1963361,married,36,35,bachelor's degree or higher,bachelor's degree or higher,hispanic,2.0,4,male,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,1,0,0
1966581,married,58,56,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - self-employed,0,1.0,2,1,0
1967711,married,71,71,less than high school,high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,0,0,1
1969416,living with partner,41,35,some college,some college,hispanic,0.0,3,female,a building with 2 or more apartments,"$100,000 to $124,999",metro,rented for cash,republican,catholic,working - as a paid employee,0,0.0,6,1,0
1970216,living with partner,21,22,high school,some college,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,0.0,1,1,1
1975205,never married,20,24,high school,less than high school,"white, non-hispanic",2.0,2,female,a one-family house detached from any other house,"less than $5,000",metro,rented for cash,republican,other christian,working - as a paid employee,0,0.0,4,0,1
1977621,married,62,82,bachelor's degree or higher,less than high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$25,000 to $29,999",metro,owned or being bought by you or someone in your household,republican,other christian,not working - disabled,0,1.0,20,1,3
1978511,married,51,45,high school,high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$100,000 to $124,999",non-metro,owned or being bought by you or someone in your household,republican,none,working - self-employed,0,1.0,6,0,0
1984436,living with partner,43,41,less than high school,some college,"white, non-hispanic",1.0,1,male,a one-family house detached from any other house,"$20,000 to $24,999",non-metro,owned or being bought by you or someone in your household,republican,none,working - self-employed,0,1.0,2,0,2
1985391,married,39,30,some college,high school,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,9,0,1
1998801,married,80,71,bachelor's degree or higher,less than high school,hispanic,0.0,1,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,9,0,3
2000641,married,64,66,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,jewish,not working - retired,0,1.0,2,0,0
2002381,married,38,39,high school,high school,hispanic,2.0,10,male,a one-family house detached from any other house,"$5,000 to $7,499",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,1,1,0
2009245,never married,24,26,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,6,female,a building with 2 or more apartments,"$60,000 to $74,999",metro,rented for cash,republican,jewish,working - self-employed,0,1.0,2,0,0
2016761,married,76,75,high school,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,catholic,not working - retired,0,1.0,1,0,0
2017286,living with partner,28,24,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,5,male,a building with 2 or more apartments,"$60,000 to $74,999",non-metro,rented for cash,democrat,catholic,working - as a paid employee,0,1.0,4,0,0
2018495,never married,49,43,bachelor's degree or higher,bachelor's degree or higher,"black, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,0.0,6,0,0
2020261,married,26,23,some college,high school,"white, non-hispanic",0.0,2,male,a one-family house detached from any other house,"$20,000 to $24,999",non-metro,occupied without payment of cash rent,republican,other christian,working - as a paid employee,0,1.0,3,0,1
2025423,divorced,42,42,some college,bachelor's degree or higher,"black, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,0,0,1
2027521,married,52,49,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,0,male,a one-family house attached to one or more houses,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,eastern orthodox,working - self-employed,0,1.0,3,0,0
2030381,married,38,37,some college,bachelor's degree or higher,"white, non-hispanic",2.0,6,male,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,1
2032535,never married,53,51,high school,high school,"white, non-hispanic",0.0,4,male,a one-family house detached from any other house,"$30,000 to $34,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,0.0,2,0,0
2034526,living with partner,52,45,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",1.0,0,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,7,1,0
2036461,married,46,55,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,9,1,1
2038275,never married,27,29,some college,high school,"white, non-hispanic",0.0,6,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,2,1,1
2040821,married,82,77,bachelor's degree or higher,high school,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,5,0,2
2047493,divorced,49,50,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,6,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,1,0,0
2049245,never married,24,22,some college,less than high school,"white, non-hispanic",0.0,30,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,0.0,2,1,2
2053443,divorced,44,44,some college,some college,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,0,0,0
2062511,married,51,52,less than high school,some college,"white, non-hispanic",0.0,4,female,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,2
2063205,never married,20,20,some college,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - looking for work,0,1.0,0,0,0
2066551,married,55,57,bachelor's degree or higher,some college,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,2,1,1
2067411,married,41,39,some college,less than high school,hispanic,3.0,2,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,2,0,2
2070361,married,36,30,high school,bachelor's degree or higher,hispanic,2.0,3,male,a one-family house attached to one or more houses,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,6,0,2
2071506,living with partner,50,42,some college,some college,"white, non-hispanic",0.0,15,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,1.0,8,1,0
2072195,never married,19,20,less than high school,some college,"white, non-hispanic",1.0,12,female,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,not working - other,0,0.0,1,0,2
2077215,never married,21,31,some college,less than high school,"white, non-hispanic",0.0,0,male,a building with 2 or more apartments,"$7,500 to $9,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,10,1,2
2086556,living with partner,55,53,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,2,1,0
2088471,married,47,49,some college,some college,"2+ races, non-hispanic",1.0,1,male,a one-family house attached to one or more houses,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,2,1,0
2092496,living with partner,49,44,bachelor's degree or higher,some college,"white, non-hispanic",0.0,4,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,mormon,working - as a paid employee,0,1.0,5,0,1
2093501,married,50,49,high school,bachelor's degree or higher,"white, non-hispanic",0.0,15,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,1,0,2
2096536,living with partner,53,49,some college,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,4,1,1
2098515,never married,51,53,some college,some college,"white, non-hispanic",0.0,1,female,a building with 2 or more apartments,"$10,000 to $12,499",metro,rented for cash,other,catholic,not working - disabled,0,0.0,2,0,0
2101416,living with partner,41,43,high school,less than high school,"white, non-hispanic",2.0,2,female,a one-family house detached from any other house,"$20,000 to $24,999",metro,rented for cash,republican,none,working - as a paid employee,0,1.0,2,0,1
2103296,living with partner,29,31,bachelor's degree or higher,some college,"black, non-hispanic",0.0,1,female,a building with 2 or more apartments,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,1.0,2,0,1
2105421,married,42,45,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,25,male,a one-family house detached from any other house,"$40,000 to $49,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,3,1,0
2107491,married,49,50,some college,bachelor's degree or higher,"white, non-hispanic",1.0,0,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - self-employed,0,1.0,1,1,1
2108781,married,78,74,some college,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,4,0,1
2109285,never married,28,50,some college,high school,"white, non-hispanic",0.0,3,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,22,0,1
2110451,married,45,49,high school,some college,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,rented for cash,republican,catholic,working - as a paid employee,0,1.0,4,0,1
2111623,divorced,62,55,some college,high school,"2+ races, non-hispanic",0.0,10,female,a building with 2 or more apartments,"$25,000 to $29,999",metro,rented for cash,democrat,catholic,not working - disabled,0,0.0,7,1,1
2118245,never married,24,28,some college,some college,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,4,0,0
2120526,living with partner,52,57,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,none,working - self-employed,0,1.0,5,1,0
2121436,living with partner,43,44,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,none,working - self-employed,0,1.0,1,1,1
2124215,never married,21,24,some college,some college,"white, non-hispanic",0.0,5,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,other christian,not working - looking for work,0,0.0,3,0,0
2125215,never married,21,28,some college,bachelor's degree or higher,"white, non-hispanic",0.0,10,female,a one-family house detached from any other house,"$125,000 to $149,999",non-metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,0.0,7,0,1
2130225,never married,22,22,some college,some college,"white, non-hispanic",2.0,0,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,0,0,0
2137436,living with partner,43,43,some college,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,0,0,0
2140561,married,56,52,bachelor's degree or higher,some college,"white, non-hispanic",2.0,6,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,4,0,1
2142591,married,59,58,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,0
2144501,married,50,50,some college,some college,"white, non-hispanic",1.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,0,0,0
2145295,never married,29,39,some college,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,10,0,1
2150511,married,51,55,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$125,000 to $149,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,not working - retired,0,1.0,4,0,0
2155561,married,56,57,high school,high school,"white, non-hispanic",1.0,0,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - other,0,1.0,1,0,0
2159315,never married,31,29,bachelor's degree or higher,some college,"white, non-hispanic",0.0,15,female,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,0.0,2,1,1
2160635,never married,63,62,bachelor's degree or higher,bachelor's degree or higher,"2+ races, non-hispanic",0.0,0,male,a building with 2 or more apartments,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - looking for work,0,1.0,1,0,0
2163291,married,29,32,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",3.0,5,female,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,3,0,0
2165591,married,59,61,high school,high school,"2+ races, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,pentecostal,not working - disabled,0,1.0,2,0,0
2168301,married,30,33,bachelor's degree or higher,less than high school,"white, non-hispanic",0.0,15,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,3,0,3
2169386,living with partner,38,51,some college,some college,hispanic,0.0,5,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,rented for cash,democrat,none,working - as a paid employee,0,1.0,13,1,0
2170641,married,64,68,less than high school,less than high school,"white, non-hispanic",0.0,17,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,4,0,0
2175365,never married,36,47,some college,bachelor's degree or higher,"white, non-hispanic",0.0,8,female,a building with 2 or more apartments,"$7,500 to $9,999",metro,rented for cash,democrat,none,not working - looking for work,0,0.0,11,0,1
2177596,living with partner,59,59,some college,high school,"other, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$30,000 to $34,999",non-metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,0,0,1
2178396,living with partner,39,43,high school,less than high school,"white, non-hispanic",0.0,1,male,a one-family house attached to one or more houses,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,0.0,4,1,1
2179636,living with partner,63,61,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a one-family house attached to one or more houses,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,"other non-christian, please specify:",not working - retired,0,1.0,2,1,0
2180411,married,41,38,high school,bachelor's degree or higher,"white, non-hispanic",2.0,4,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,3,1,2
2181421,married,42,45,high school,some college,"white, non-hispanic",2.0,13,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,3,1,1
2184591,married,59,50,high school,high school,"white, non-hispanic",0.0,4,male,a building with 2 or more apartments,"$125,000 to $149,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,1.0,9,0,0
2187416,living with partner,41,46,bachelor's degree or higher,bachelor's degree or higher,hispanic,0.0,0,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,republican,none,working - self-employed,0,1.0,5,1,0
2190381,married,38,31,bachelor's degree or higher,bachelor's degree or higher,"2+ races, non-hispanic",0.0,4,male,a building with 2 or more apartments,"$60,000 to $74,999",metro,rented for cash,republican,buddhist,working - as a paid employee,0,1.0,7,0,0
2193195,never married,19,21,some college,some college,"black, non-hispanic",0.0,7,female,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,other christian,not working - other,0,1.0,2,0,0
2195781,married,78,83,high school,less than high school,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$25,000 to $29,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - retired,0,1.0,5,0,1
2196501,married,50,45,some college,high school,"white, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,5,0,1
2198686,living with partner,68,59,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,9,1,0
2200651,married,65,62,some college,some college,"other, non-hispanic",0.0,7,male,a one-family house detached from any other house,"$35,000 to $39,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - self-employed,0,1.0,3,0,0
2203446,living with partner,44,39,bachelor's degree or higher,high school,"white, non-hispanic",0.0,4,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,5,0,2
2211311,married,31,31,bachelor's degree or higher,bachelor's degree or higher,"black, non-hispanic",0.0,1,male,a building with 2 or more apartments,"$60,000 to $74,999",metro,rented for cash,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,0,0,0
2212616,living with partner,61,26,bachelor's degree or higher,high school,"white, non-hispanic",0.0,0,male,a building with 2 or more apartments,"$10,000 to $12,499",metro,rented for cash,democrat,pentecostal,working - self-employed,0,0.0,35,0,2
2219255,never married,25,35,some college,some college,"other, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,buddhist,working - as a paid employee,0,0.0,10,1,0
2223581,married,58,59,high school,bachelor's degree or higher,hispanic,0.0,8,female,a one-family house attached to one or more houses,"$100,000 to $124,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,1.0,1,0,2
2227296,living with partner,29,32,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,democrat,none,not working - looking for work,0,0.0,3,0,1
2228436,living with partner,43,60,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,17,0,0
2229421,married,42,46,high school,some college,hispanic,2.0,6,female,a one-family house attached to one or more houses,"$40,000 to $49,999",metro,rented for cash,democrat,catholic,working - as a paid employee,0,1.0,4,0,1
2230711,married,71,73,less than high school,high school,"white, non-hispanic",1.0,0,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,2,1,1
2242616,living with partner,61,51,bachelor's degree or higher,high school,hispanic,0.0,1,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,democrat,buddhist,working - as a paid employee,0,1.0,10,1,2
2247501,married,50,47,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",3.0,3,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,eastern orthodox,not working - looking for work,0,1.0,3,1,0
2249411,married,41,52,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,11,0,0
2250596,living with partner,59,62,less than high school,less than high school,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$12,500 to $14,999",non-metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - disabled,0,1.0,3,0,0
2266405,never married,40,39,bachelor's degree or higher,some college,hispanic,2.0,5,male,a building with 2 or more apartments,"$75,000 to $84,999",metro,rented for cash,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,1,0,1
2276244,separated,24,27,less than high school,high school,"2+ races, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$12,500 to $14,999",metro,rented for cash,democrat,"other non-christian, please specify:",not working - disabled,0,0.0,3,0,1
2281616,living with partner,61,68,bachelor's degree or higher,bachelor's degree or higher,"other, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,0.0,7,1,0
2282431,married,43,33,bachelor's degree or higher,bachelor's degree or higher,"black, non-hispanic",0.0,0,male,a one-family house attached to one or more houses,"$100,000 to $124,999",metro,rented for cash,republican,other christian,working - self-employed,0,1.0,10,0,0
2285351,married,35,33,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,2,0,0
2286421,married,42,41,high school,some college,"white, non-hispanic",1.0,4,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,0.0,1,0,1
2288511,married,51,52,some college,some college,"white, non-hispanic",0.0,1,female,a mobile home,"$12,500 to $14,999",metro,owned or being bought by you or someone in your household,democrat,none,working - self-employed,0,1.0,1,0,0
2290306,living with partner,30,32,some college,some college,"white, non-hispanic",0.0,4,female,a one-family house detached from any other house,"$20,000 to $24,999",metro,rented for cash,democrat,"other non-christian, please specify:",not working - disabled,0,1.0,2,0,0
2292275,never married,27,31,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,5,male,a building with 2 or more apartments,"$25,000 to $29,999",metro,rented for cash,republican,none,working - as a paid employee,0,1.0,4,1,0
2294411,married,41,50,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",2.0,0,female,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,9,0,0
2296531,married,53,53,high school,high school,"white, non-hispanic",0.0,14,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,republican,mormon,working - as a paid employee,0,1.0,0,0,0
2297221,married,22,22,high school,some college,hispanic,0.0,2,male,a building with 2 or more apartments,"$25,000 to $29,999",metro,rented for cash,democrat,other christian,working - as a paid employee,0,1.0,0,0,1
2298381,married,38,33,bachelor's degree or higher,some college,"white, non-hispanic",0.0,4,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,5,0,1
2300541,married,54,52,high school,some college,"white, non-hispanic",0.0,10,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,2,0,1
2302541,married,54,59,high school,some college,hispanic,0.0,6,female,a one-family house detached from any other house,"$25,000 to $29,999",non-metro,owned or being bought by you or someone in your household,democrat,catholic,not working - other,0,1.0,5,0,1
2304511,married,51,51,some college,high school,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,0,0,1
2306401,married,40,39,some college,some college,hispanic,2.0,0,male,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,1,0,0
